word,part_of_speech,speaking,writing,pronunciation,pronunciation_us,pronunciation_uk
guide,n,S3,W2,ɡaɪd,,
guide,v,,W3,ɡaɪd,,
guilty,adj,S2,W3,ˈɡɪltɪ,,
guitar,n,S3,W3,,ɡɪˈtɑːr,ɡɪˈtɑː
gun,n,S2,W2,ɡʌn,,
guy,n,S1,W3,ɡaɪ,,
habit,n,S3,W3,ˈhæbɪt,,
hair,n,S1,W1,,her,heə
half,adv,S2,,,hæf,hɑːf
half,n,S1,W2,,hæf,hɑːf
half,adj/predeterminer/pron,S1,W1,,hæf,hɑːf
halfway,adj/adv,S3,,,ˌhæfˈweɪ,hɑːfˈweɪ
hall,n,S2,W2,hɔːl,,
hand,n,S1,W1,hænd,,
hand,v,S2,W2,hænd,,
handbag,n,S3,,,ˈhændbæɡ,ˈhæn(d)bæɡ
handle,n,S3,,,ˈhændl,ˈhænd(ə)l
handle,v,S2,W2,,ˈhændl,ˈhænd(ə)l
handy,adj,S3,,ˈhændɪ,,
hang,v,S1,W2,hæŋ,,
happen,v,S1,W1,,ˈhæpən,ˈhæp(ə)n
happy,adj,S1,W1,ˈhæpɪ,,
hard,adj,S1,W1,,hɑːrd,hɑːd
hard,adv,S1,W2,,hɑːrd,hɑːd
hardly,adv,S2,W2,,ˈhɑːrdlɪ,ˈhɑːdlɪ
harm,n,S3,W3,,hɑːrm,hɑːm
hat,n,S1,W3,hæt,,
hate,v,S1,W3,heɪt,,
have,v,S1,W1,hæv (strong)/həv (weak),,
have,v,S1,W1,hæv (strong)/həv (weak),,
have,v,S1,W3,hæv (strong)/həv (weak),,
he,pron,S1,W1,hiː (strong)/hɪ (weak),,
head,n,S1,W1,hed,,
head,v,S2,W2,hed,,
headquarters,n,,W3,,ˈhedkwɔːrtərz,hedˈkwɔːtəz
health,n,S1,W1,helθ,,
healthy,adj,S3,W3,ˈhelθɪ,,
hear,v,S1,W1,,hɪr,hɪə
hearing,n,S3,W2,,ˈhɪrɪŋ,ˈhɪərɪŋ
heart,n,S1,W1,,hɑːrt,hɑːt
heat,n,S2,W2,hiːt,,
heat,v,S3,,hiːt,,
heater,n,S3,,,ˈhiːtər,ˈhiːtə
heating,n,S3,,ˈhiːtɪŋ,,
heaven,n,S3,W3,,ˈhevn,ˈhev(ə)n
heavily,adv,,W3,ˈhevɪlɪ,,
heavy,adj,S1,W1,ˈhevɪ,,
height,n,S2,W3,haɪt,,
hell,n,S1,W3,hel,,
hello,interjection/n,S1,,həˈləʊ,,
help,n,S1,W1,help,,
help,v,S1,W1,help,,
helpful,adj,S2,W3,,ˈhelpfl,ˈhelpfʊl
hence,adv,,W3,hens,,
her,determiner,S1,W1,,hɜːr (strong)/hər (weak),hɜː(r) (strong)/hə(r) (weak)
her,pron,S1,W1,,hɜːr (strong)/hər (weak),hɜː(r) (strong)/hə(r) (weak)
here,adv,S1,W1,,hɪr,hɪə
hero,n,,W3,,ˈhɪrəʊ,ˈhɪərəʊ
hers,pron,S3,W3,,hɜːrz,hɜːz
herself,pron,S2,W1,,hɜːrˈself,hɜːˈself
hesitate,v,,W3,ˈhezɪteɪt,,
hi,interjection,S1,,haɪ,,
hide,v,S2,W2,haɪd,,
high,adj,S1,W1,haɪ,,
high,adv,S3,,haɪ,,
highlight,v,,W3,ˈhaɪlaɪt,,
highly,adv,S2,W2,ˈhaɪlɪ,,
highway,n,S3,,ˈhaɪweɪ,,
hill,n,S2,W2,hɪl,,
him,pron,S1,W1,hɪm,,
himself,pron,S1,W1,hɪmˈself,,
hire,v,S2,W3,,ˈhaɪər,ˈhaɪə
his,determiner/pron,S1,W1,hɪz,,
historian,n,,W3,hɪˈstɔːrɪən,,
historical,adj,,W2,,hɪˈstɔːrɪkl,hɪˈstɒrɪk(ə)l
history,n,S2,W1,,ˈhɪstrɪ,ˈhɪst(ə)rɪ
hit,n,S3,W3,hɪt,,
hit,v,S1,W2,hɪt,,
hold,n,S2,W3,həʊld,,
hold,v,S1,W1,həʊld,,
holder,n,,W2,,ˈhəʊldər,ˈhəʊldə
holding,n,,W3,ˈhəʊldɪŋ,,
hole,n,S1,W2,həʊl,,
holiday,n,S1,W2,,ˈhɑːlədeɪ,ˈhɒlɪdeɪ
holy,adj,,W3,ˈhəʊlɪ,,
home,adv,S1,W1,həʊm,,
home,n,S1,W1,həʊm,,
homework,n,S2,,,ˈhəʊmwɜːrk,ˈhəʊmwɜːk
honest,adj,S1,W3,,ˈɑːnɪst,ˈɒnɪst
honestly,adv,S2,,,ˈɑːnɪstlɪ,ˈɒnɪstlɪ
honey,n,S2,,ˈhʌnɪ,,
honour,n,,W3,,ˈɑːnər,ˈɒnə
hook,n,S3,,hʊk,,
hook,v,S3,,hʊk,,
hope,n,S2,W2,həʊp,,
hope,v,S1,W1,həʊp,,
hopefully,adv,S1,,,ˈhəʊpfəlɪ,ˈhəʊpfʊlɪ
hopeless,adj,S3,,,ˈhəʊpləs,ˈhəʊplɪs
horrible,adj,S2,,,ˈhɔːrəbl,ˈhɒrɪb(ə)l
horror,n,,W3,,ˈhɔːrər,ˈhɒrə
horse,n,S1,W1,,hɔːrs,hɔːs
hospital,n,S1,W1,,ˈhɑːspɪtl,ˈhɒspɪt(ə)l
host,n,,W3,həʊst,,
hot,adj,S1,W2,,hɑːt,hɒt
hotel,n,S2,W1,həʊˈtel,,
hour,n,S1,W1,,ˈaʊər,ˈaʊə
house,n,S1,W1,,haʊs (strong)/haʊs (weak),haʊz (strong)/haʊz (weak)
household,n,S3,W2,ˈhaʊshəʊld,,
housing,n,,W2,,ˈhaʊzɪŋ,haʊzɪŋ
how,adv/conj,S1,W1,haʊ,,
however,adv,S1,W1,,haʊˈevər,haʊˈevə
huge,adj,S1,W2,hjuːdʒ,,
human,adj,S2,W1,ˈhjuːmən,,
human,n,,W3,ˈhjuːmən,,
hungry,adj,S2,,ˈhʌŋɡrɪ,,
hunt,v,,W3,hʌnt,,
hurry,n,S3,,,ˈhɜːrɪ,ˈhʌrɪ
hurry,v,S3,,,ˈhɜːrɪ,ˈhʌrɪ
hurt,v,S1,W2,,hɜːrt,hɜːt
husband,n,S1,W1,ˈhʌzbənd,,
I,pron,S1,W1,,,
ice,n,S2,W3,aɪs,,
ice cream,n,S2,,,,
idea,n,S1,W1,,aɪˈdiːə,aɪˈdɪə
ideal,adj,S3,W3,,aɪˈdiːəl,aɪˈdɪəl
ideally,adv,S3,,,aɪˈdiːəlɪ,aɪˈdɪəl(l)ɪ aɪˈdiːəl(l)ɪ
identify,v,S2,W1,aɪˈdentɪfaɪ,,
identity,n,,W2,,aɪˈdentətɪ,aɪˈdentɪtɪ
idiot,n,S3,,ˈɪdɪət,,
if,conj,S1,W1,ɪf,,
ignore,v,S2,W2,,ɪɡˈnɔːr,ɪɡˈnɔː
ill,adj,S3,W2,ɪl,,
illegal,adj,,W3,,ɪˈliːɡl,ɪˈliːɡ(ə)l
illness,n,S3,W3,,ˈɪlnəs,ɪlnəs
illustrate,v,,W2,ˈɪləstreɪt,,
image,n,S2,W1,ˈɪmɪdʒ,,
imagination,n,S3,W3,,ɪˌmædʒɪˈneɪʃn,ɪˌmædʒɪˈneɪʃ(ə)n
imagine,v,S1,W2,ɪˈmædʒɪn,,
immediate,adj,S3,W2,ɪˈmiːdɪət,,
immediately,adv,S2,W1,ɪˈmiːdɪətlɪ,,
impact,n,S3,W2,,ˈɪmpækt (strong)/ˈɪmpækt (weak),ɪmˈpækt (strong)/ɪmˈpækt (weak)
implement,v,,W3,,ˈɪmplɪment (strong)/ˈɪmplɪment (weak),ˈɪmplɪmənt (strong)/ˈɪmplɪmənt (weak)
implication,n,S3,W2,,ˌɪmplɪˈkeɪʃn,ɪmplɪˈkeɪʃ(ə)n
imply,v,,W2,ɪmˈplaɪ,,
import,n,,W3,,ɪmˈpɔːrt (strong)/ɪmˈpɔːt (weak),ˈɪmpɔːrt (strong)/ˈɪmpɔːt (weak)
importance,n,S3,W1,,ɪmˈpɔːrtns,ɪmˈpɔːt(ə)ns
important,adj,S1,W1,,ɪmˈpɔːrtnt,ɪmˈpɔːt(ə)nt
impose,v,S3,W2,ɪmˈpəʊz,,
impossible,adj,S2,W2,,ɪmˈpɑːsəbl,ɪmˈpɒsɪb(ə)l
impress,v,S3,W3,ɪmˈpres,,
impression,n,S2,W2,,ɪmˈpreʃn,ɪmˈpreʃ(ə)n
impressive,adj,,W3,ɪmˈpresɪv,,
improve,v,S2,W1,ɪmˈpruːv,,
improvement,n,S3,W2,,ɪmˈpruːvmənt,ɪmˈpruːvm(ə)nt
in,adv,S1,W1,ɪn,,
in,prep,S1,W1,ɪn,,
inch,n,S2,W3,ɪntʃ,,
incident,n,S3,W2,,ˈɪnsɪdənt,ˈɪnsɪd(ə)nt
include,v,S1,W1,ɪnˈkluːd,,
including,prep,S2,W1,ɪnˈkluːdɪŋ,,
income,n,S2,W1,ˈɪnkʌm,,
incorporate,v,,W3,,ɪnˈkɔːrpəreɪt,ɪnˈkɔːpəreɪt
increase,n,S2,W1,,ɪnˈkriːs (strong)/ɪnˈkriːs (weak),ˈɪŋkriːs (strong)/ˈɪŋkriːs (weak)
increase,v,S2,W1,,ɪnˈkriːs (strong)/ɪnˈkriːs (weak),ˈɪŋkriːs (strong)/ˈɪŋkriːs (weak)
increasingly,adv,,W2,ɪnˈkriːsɪŋlɪ,,
incredible,adj,S3,,,ɪnˈkredəbl,ɪnˈkredɪb(ə)l
incredibly,adv,S3,,,ɪnˈkredəblɪ,ɪnˈkredɪblɪ
indeed,adv,S1,W1,ɪnˈdiːd,,
independence,n,,W2,,ˌɪndɪˈpendəns,ɪndɪˈpend(ə)ns
independent,adj,S2,W2,,ˌɪndɪˈpendənt,ɪndɪˈpend(ə)nt
index,n,,W2,ˈɪndeks,,
indicate,v,S3,W1,ˈɪndɪkeɪt,,
indication,n,S3,W3,,ˌɪndɪˈkeɪʃn,ɪndɪˈkeɪʃ(ə)n
individual,adj,S2,W1,,ˌɪndɪˈvɪdʒʊəl,ɪndɪˈvɪdʒʊ(ə)l
individual,n,S2,W1,,ˌɪndɪˈvɪdʒʊəl,ɪndɪˈvɪdʒʊ(ə)l
industrial,adj,S3,W1,ɪnˈdʌstrɪəl,,
industry,n,S2,W1,ˈɪndəstrɪ,,
inevitable,adj,,W3,,ɪnˈevɪtəbl,ɪnˈevɪtəb(ə)l
inevitably,adv,,W3,,ɪnˈevɪtəblɪ,ɪˈnevɪtəblɪ
infant,n,,W3,,ˈɪnfənt,ˈɪnf(ə)nt
infection,n,,W3,,ɪnˈfekʃn,ɪnˈfekʃ(ə)n
inflation,n,S3,W2,,ɪnˈfleɪʃn,ɪnˈfleɪʃ(ə)n
influence,n,S3,W1,ˈɪnflʊəns,,
influence,v,S3,W2,ˈɪnflʊəns,,
inform,v,S3,W3,,ɪnˈfɔːrm,ɪnˈfɔːm
informal,adj,,W3,,ɪnˈfɔːrml,ɪnˈfɔːm(ə)l
information,n,S1,W1,,ˌɪnfərˈmeɪʃn,ɪnfəˈmeɪʃ(ə)n
initial,adj,S3,W2,,ɪˈnɪʃl,ɪˈnɪʃ(ə)l
initially,adv,S3,W3,,ɪˈnɪʃəlɪ,ɪˈnɪʃ(ə)lɪ
initiative,n,S3,W2,ɪˈnɪʃətɪv,,
injure,v,,W3,,ˈɪndʒər,ˈɪndʒə
injury,n,S3,W2,,ˈɪndʒərɪ,ˈɪn(d)ʒ(ə)rɪ
inner,adj,S3,W2,,ˈɪnər,ɪnə
innocent,adj,,W3,,ˈɪnəsnt,ˈɪnəs(ə)nt
innovation,n,,W3,,ˌɪnəˈveɪʃn,ɪnəˈveɪʃ(ə)n
input,n,,W3,ˈɪnpʊt,,
inquiry,n,,W2,,ˌɪnˈkwaɪrɪ,ɪnˈkwaɪrɪ
insect,n,,W3,ˈɪnsekt,,
inside,adv/prep,S2,W2,ˌɪnˈsaɪd,,
inside,n,S3,,ˌɪnˈsaɪd,,
insist,v,S3,W2,ɪnˈsɪst,,
inspection,n,,W3,ɪnˈspekʃn,,
inspector,n,S3,W3,,ɪnˈspektər,ɪnˈspektə
install,v,,W3,ɪnˈstɔːl,,
instance,n,S3,W2,,ˈɪnstəns,ˈɪnst(ə)ns
instant,adj,S3,,,ˈɪnstənt,ˈɪnst(ə)nt
instead,adv,S1,W1,ɪnˈsted,,
institute,n,,W3,,ˈɪnstɪtuːt,ˈɪnstɪtjuːt
institution,n,,W1,,ˌɪnstɪˈtuːʃn,ɪnstɪˈtjuːʃ(ə)n
instruction,n,S3,W2,,ɪnˈstrʌkʃn,ɪnˈstrʌkʃ(ə)n
instrument,n,,W2,,ˈɪnstrəmənt,ˈɪnstrʊm(ə)nt
insurance,n,S2,W2,,ɪnˈʃʊrəns,ɪnˈʃʊər(ə)ns
intellectual,adj,,W3,ˌɪntəˈlektʃʊəl,,
intelligence,n,S3,W3,,ɪnˈtelɪdʒəns,ɪnˈtelɪdʒ(ə)ns
intelligent,adj,S3,,,ɪnˈtelɪdʒənt,ɪnˈtelɪdʒ(ə)nt
intend,v,S2,W1,ɪnˈtend,,
intense,adj,,W3,ɪnˈtens,,
intention,n,S3,W2,,ɪnˈtenʃn,ɪnˈtenʃ(ə)n
interaction,n,,W3,,ˌɪntərˈækʃn,ɪntərˈækʃ(ə)n
interest,n,S1,W1,ˈɪntrəst,,
interested,adj,S1,W2,,ˈɪntrəstɪd,ˈɪnt(ə)rɪstɪd
interesting,adj,S1,W2,,ˈɪntrəstɪŋ,ˈɪnt(ə)rɪstɪŋ
internal,adj,,W2,,ɪnˈtɜːrnl,ɪnˈtɜːn(ə)l
international,adj,S2,W1,,ˌɪntərˈnæʃnəl,ɪntəˈnæʃ(ə)n(ə)l
internet,n,S2,W2,,ˈɪntərnet,ˈɪntənet
interpret,v,,W3,,ɪnˈtɜːrprɪt,ɪnˈtɜːprɪt
interpretation,n,,W2,,ɪnˌtɜːrprɪˈteɪʃn,ɪntɜːprɪˈteɪʃ(ə)n
interval,n,,W3,,ˈɪntərvl,ˈɪntəv(ə)l
intervention,n,,W3,,ˌɪntərˈvenʃn,ɪntəˈvenʃ(ə)n
interview,n,S2,W2,,ˈɪntərvjuː,ˈɪntəvjuː
interview,v,S2,,,ˈɪntərvjuː,ˈɪntəvjuː
into,prep,S1,W1,ˈɪntuː (strong)/ˈɪntə (weak),,
introduce,v,S2,W1,,ɪntrəˈduːs,ɪntrəˈdjuːs
introduction,n,S3,W2,,ˌɪntrəˈdʌkʃn,ˌɪntrəˈdʌkʃ(ə)n
invest,v,S3,W3,ɪnˈvest,,
investigate,v,,W2,ɪnˈvestɪɡeɪt,,
investigation,n,,W2,,ɪnˌvestɪˈɡeɪʃn,ɪnˌvestɪˈɡeɪʃ(ə)n
investment,n,S2,W1,,ɪnˈvestmənt,ɪnˈves(t)m(ə)nt
invite,v,S2,W2,,ɪnˈvaɪt (strong)/ɪnˈvaɪt (weak),ˈɪnvaɪt (strong)/ˈɪnvaɪt (weak)
involve,v,S2,W1,,ɪnˈvɑːlv,ɪnˈvɒlv
involved,adj,S2,W3,,ɪnˈvɑːlvd,ɪnˈvɒlvd
involvement,n,,W3,,ɪnˈvɑːlvmənt,ɪnˈvɒlvm(ə)nt
iron,n,S2,W3,,ˈaɪərn,ˈaɪən
iron,v,S3,,,ˈaɪərn,ˈaɪən
island,n,S3,W2,ˈaɪlənd,,
issue,n,S1,W1,ˈɪʃuː,,
issue,v,S3,W2,ˈɪʃuː,,
it,pron,S1,W1,ɪt,,
item,n,S3,W2,ˈaɪtəm,,
its,determiner,S1,W1,ɪts,,
itself,pron,S1,W1,ɪtˈself,,
jacket,n,S2,W3,ˈdʒækɪt,,
jam,n,S3,,dʒæm,,
job,n,S1,W1,,dʒɑːb,dʒɒb
join,v,S1,W1,dʒɔɪn,,
joint,adj,S2,W2,dʒɔɪnt,,
joke,n,S2,W3,dʒəʊk,,
joke,v,S3,,dʒəʊk,,
journalist,n,,W3,,ˈdʒɜːrnəlɪst,ˈdʒɜːn(ə)lɪst
journey,n,S3,W2,,ˈdʒɜːrnɪ,ˈdʒɜːnɪ
joy,n,,W3,dʒɔɪ,,
judge,n,S2,W2,dʒʌdʒ,,
judge,v,S3,W3,dʒʌdʒ,,
judgment,n,,W2,ˈdʒʌdʒmənt,,
juice,n,S2,,dʒuːs,,
jump,n,S3,,dʒʌmp,,
jump,v,S2,W3,dʒʌmp,,
jumper,n,S3,,,ˈdʒʌmpər,ˈdʒʌmpə
junior,adj,,W3,,ˈdʒuːnɪər,ˈdʒuːnɪə
jury,n,S3,W3,,ˈdʒʊrɪ,ˈdʒʊərɪ
just,adv,S1,W1,,dʒʌst,dʒəst
justice,n,,W2,ˈdʒʌstɪs,,
justify,v,S3,W3,ˈdʒʌstɪfaɪ,,
keen,adj,S3,W3,kiːn,,
keep,v,S1,W1,kiːp,,
kettle,n,S3,,,ˈketl,ˈket(ə)l
key,adj,S3,W2,kiː,,
key,n,S2,W2,kiː,,
keyboard,n,S3,,,ˈkiːbɔːrd,ˈkiːbɔːd
kick,n,S3,,,kɪk,ˈkɪk
kick,v,S2,W3,,kɪk,ˈkɪk
kid,n,S1,W2,kɪd,,
kid,v,S2,,kɪd,,
kill,v,S1,W1,kɪl,,
kilometre,n,S3,W3,,ˈkɪləmiːtər,ˈkɪləˌmiːtə
kind,adj,S2,W3,kaɪnd,,
kind,n,S1,W1,kaɪnd,,
king,n,,W1,kɪŋ,,
kiss,v,S3,W3,kɪs,,
kit,n,S3,,kɪt,,
kitchen,n,S1,W2,ˈkɪtʃɪn,,
knee,n,S2,W2,niː,,
knife,n,S3,W3,naɪf,,
knock,v,S1,W3,,nɑːk,nɒk
know,v,S1,W1,nəʊ,,
knowledge,n,S2,W1,,ˈnɑːlɪdʒ,ˈnɒlɪdʒ
known,adj,,W3,nəʊn,,
lab,n,S3,,læb,,
label,n,S3,W3,,ˈleɪbl,ˈleɪb(ə)l
laboratory,n,,W3,,ˈlæbrətɔːrɪ,ləˈbɒrəˌt(ə)rɪ
labour,n,S2,W1,,ˈleɪbər,ˈleɪbə
lack,n,S3,W2,læk,,
lack,v,,W3,læk,,
lad,n,S2,W3,læd,,
ladder,n,S3,,,ˈlædər,ˈlædə
lady,n,S1,W2,ˈleɪdɪ,,
lake,n,S3,W3,leɪk,,
lamb,n,S3,,læm,,
lamp,n,S3,,læmp,,
land,n,S1,W1,lænd,,
land,v,S2,W3,lænd,,
landlord,n,,W3,,ˈlændlɔːrd,ˈlæn(d)lɔːd
landscape,n,,W3,,ˈlændskeɪp,ˈlæn(d)skeɪp
lane,n,S3,W3,leɪn,,
language,n,S1,W1,ˈlæŋɡwɪdʒ,,
large,adj,S1,W1,,lɑːrdʒ,lɑːdʒ
largely,adv,S3,W2,,ˈlɑːrdʒlɪ,ˈlɑːdʒlɪ
last,adv,S1,W1,,læst,lɑːst
last,adj/determiner,S1,W1,,læst,lɑːst
last,n/pron,S1,W1,,læst,lɑːst
last,v,S1,W2,,læst,lɑːst
late,adj,S1,W1,leɪt,,
late,adv,S2,W3,leɪt,,
later,adv,S1,W1,,ˈleɪtər,ˈleɪtə
latter,n,,W2,,ˈlætər,ˈlætə
laugh,v,S2,W2,,læf,lɑːf
laugh,n,S3,,,læf,lɑːf
launch,v,,W2,,lɔːntʃ,lɔːn(t)ʃ
law,n,S1,W1,lɔː,,
lawyer,n,S3,W2,,ˈlɔːjər,ˈlɔːjə
lay,v,S1,W2,leɪ,,
layer,n,S3,W3,,ˈleɪər,ˈleɪə
lazy,adj,S3,,ˈleɪzɪ,,
lead,v,S1,W1,liːd,,
lead,n,S2,W2,liːd,,
leader,n,S2,W1,,ˈliːdər,ˈliːdə
leadership,n,S3,W2,,ˈliːdərʃɪp,ˈliːdəʃɪp
leading,adj,,W2,ˈliːdɪŋ,,
leaf,n,S2,W2,liːf,,
league,n,,W2,liːɡ,,
lean,v,S3,,liːn,,
learn,v,S1,W1,,lɜːrn,lɜːn
least,determiner/pron,S1,W1,liːst,,
leather,n,,W3,,ˈleðər,ˈleðə
leave,v,S1,W1,liːv,,
leave,n,S3,W2,liːv,,
lecture,n,S2,W3,,ˈlektʃər,ˈlektʃə
left,adj,S1,W1,left,,
left,adv,S3,W3,left,,
left,n,S3,W3,left,,
leg,n,S1,W1,leɡ,,
legal,adj,S2,W1,,ˈliːɡl,ˈliːɡ(ə)l
legislation,n,,W2,,ˌledʒɪsˈleɪʃn,ledʒɪsˈleɪʃ(ə)n
leisure,n,,W3,,ˈliːʒər,ˈleʒə
lend,v,S3,W3,lend,,
length,n,S2,W2,,leŋθ,leŋ(k)θ
less,adv,S1,W1,les,,
less,determiner/pron,S1,W1,les,,
lesson,n,S2,W3,,ˈlesn,ˈles(ə)n
let,v,S1,W1,let,,
letter,n,S1,W1,,ˈletər,ˈletə
level,adj,S1,W2,,ˈlevl,ˈlev(ə)l
level,n,S1,W1,,ˈlevl,ˈlev(ə)l
liberal,adj,,W2,,ˈlɪbərəl,ˈlɪb(ə)r(ə)l
library,n,S2,W1,,ˈlaɪbrerɪ,ˈlaɪbrərɪ
licence,n,S3,W2,,ˈlaɪsns,ˈlaɪs(ə)ns
lick,v,S3,,lɪk,,
lid,n,S3,,lɪd,,
lie,v,S2,W1,laɪ,,
lie,v,S3,W3,laɪ,,
lie,n,S3,,laɪ,,
life,n,S1,W1,laɪf,,
lift,v,S2,W2,lɪft,,
lift,n,S3,W3,lɪft,,
light,adj,S1,W1,laɪt,,
light,n,S1,W1,laɪt,,
light,v,S2,W3,laɪt,,
lighting,n,S3,,ˈlaɪtɪŋ,,
like,prep,S1,W1,laɪk,,
like,v,S1,W1,laɪk,,
like,adv,S1,,laɪk,,
like,conj,S1,,laɪk,,
like,n,,W3,laɪk,,
likely,adj,S1,W1,ˈlaɪklɪ,,
limit,n,S2,W2,ˈlɪmɪt,,
limit,v,S3,W2,ˈlɪmɪt,,
limitation,n,,W3,,ˌlɪmɪˈteɪʃn,lɪmɪˈteɪʃ(ə)n
limited,adj,,W2,ˈlɪmɪtɪd,,
line,n,S1,W1,laɪn,,
link,n,S3,W2,lɪŋk,,
link,v,S3,W2,lɪŋk,,
lip,n,S3,W2,lɪp,,
liquid,n,,W3,ˈlɪkwɪd,,
list,n,S1,W1,lɪst,,
list,v,S2,W3,lɪst,,
listen,v,S1,W1,,ˈlɪsn,ˈlɪs(ə)n
literally,adv,S2,,,ˈlɪtərəlɪ,ˈlɪt(ə)rəlɪ
literary,adj,,W2,,ˈlɪtərerɪ,ˈlɪt(ə)(rə)rɪ
literature,n,S3,W2,,ˈlɪtrətʃər,ˈlɪt(ə)rətʃə
little,adj,S1,W1,,ˈlɪtl,ˈlɪt(ə)l
little,adv,S1,W1,,ˈlɪtl,ˈlɪt(ə)l
little,determiner/pron,S1,W1,,ˈlɪtl,ˈlɪt(ə)l
live,v,S1,W1,lɪv,,
live,adj,S3,W3,lɪv,,
lively,adj,S3,,ˈlaɪvlɪ,,
living,n,S2,,ˈlɪvɪŋ,,
load,n,S1,W3,ləʊd,,
loan,n,S2,W2,ləʊn,,
local,adj,S1,W1,,ˈləʊkl,ˈləʊk(ə)l
locate,v,,W3,,ˈləʊkeɪt,lə(ʊ)ˈkeɪt
location,n,S3,W2,,ləʊˈkeɪʃn,lə(ʊ)ˈkeɪʃ(ə)n
lock,n,S2,,,lɑːk,lɒk
lock,v,S2,W3,,lɑːk,lɒk
log,n,S3,,,lɔːɡ,lɒɡ
logical,adj,S3,,,ˈlɑːdʒɪkl,ˈlɒdʒɪk(ə)l
lonely,adj,S3,,ˈləʊnlɪ,,
long,adj,S1,W1,,lɔːŋ,lɒŋ
long,adv,S1,W1,,lɔːŋ,lɒŋ
long-term,adj,,W3,,ˈlɔːŋˈtɜːm,ˌlɒŋˈtɜːm
look,n,S1,W1,lʊk,,
look,v,S1,W1,lʊk,,
loose,adj,S3,W3,luːs,,
lord,n,S3,W2,,lɔːrd,lɔːd
lorry,n,S3,,,ˈlɔːrɪ,ˈlɒrɪ
lose,v,S1,W1,luːz,,
loss,n,S2,W1,,lɔːs,lɒs
lost,adj,S2,W3,,lɔːst,lɒst
lot,adv/pron,S1,W1,,lɑːt,lɒt
lot,n,S2,,,lɑːt,lɒt
loud,adj,S2,W3,laʊd,,
loud,adv,S3,,laʊd,,
lounge,n,S3,,,laʊndʒ,laʊn(d)ʒ
love,n,S1,W1,lʌv,,
love,v,S1,W1,lʌv,,
lovely,adj,S1,W3,ˈlʌvlɪ,,
lover,n,,W3,,ˈlʌvər,ˈlʌvə
low,adj,S1,W1,ləʊ,,
lower,v,S3,W3,,ˈləʊər,ˈləʊə
lower,adj,,W3,,ˈləʊər,ˈləʊə
luck,n,S2,W3,lʌk,,
luckily,adv,S3,,ˈlʌkɪlɪ,,
lucky,adj,S2,W3,ˈlʌkɪ,,
lump,n,S2,,lʌmp,,
lunch,n,S1,W2,,lʌntʃ,lʌn(t)ʃ
lunchtime,n,S3,,,ˈlʌntʃtaɪm,ˈlʌn(t)ʃtaɪm
machine,n,S1,W1,məˈʃiːn,,
machinery,n,,W3,,məˈʃiːnərɪ,məˈʃiːn(ə)rɪ
mad,adj,S2,W3,mæd,,
madam,n,S3,,ˈmædəm,,
magazine,n,S2,W2,,ˈmæɡəziːn,mæɡəˈziːn
magic,n,,W3,ˈmædʒɪk,,
mail,n,S3,W3,meɪl,,
mail,v,S3,,meɪl,,
main,adj,S1,W1,meɪn,,
mainly,adv,S2,W2,ˈmeɪnlɪ,,
maintain,v,S2,W1,meɪnˈteɪn,,
maintenance,n,,W3,,ˈmeɪntənəns,ˈmeɪnt(ə)nəns
major,adj,S1,W1,,ˈmeɪdʒər,ˈmeɪdʒə
majority,n,S2,W1,,məˈdʒɔːrətɪ,məˈdʒɒrɪtɪ
make,v,S1,W1,meɪk,,
male,adj,S3,W2,meɪl,,
male,n,,W3,meɪl,,
mall,n,S3,W3,mɔːl,,
man,n,S1,W1,mæn,,
manage,v,S1,W1,ˈmænɪdʒ,,
management,n,S1,W1,,ˈmænɪdʒmənt,ˈmænɪdʒm(ə)nt
manager,n,S1,W1,,ˈmænɪdʒər,ˈmænɪdʒə
manner,n,S3,W2,,ˈmænər,ˈmænə
manufacturer,n,,W2,,ˌmænjʊˈfæktʃərər,ˌmænjʊˈfæktʃ(ə)rə
manufacturing,n,,W3,,ˌmænjəˈfæktʃərɪŋ,ˌmænjʊˈfæktʃərɪŋ
many,determiner/pron,S1,W1,ˈmenɪ,,
map,n,S2,W2,mæp,,
march,v,,W2,,mɑːrtʃ,mɑːtʃ
march,n,,W3,,mɑːrtʃ,mɑːtʃ
margin,n,,W3,,ˈmɑːrdʒən,ˈmɑːdʒɪn
mark,n,S3,W2,,mɑːrk,mɑːk
mark,v,S2,W2,,mɑːrk,mɑːk
market,n,S1,W1,,ˈmɑːrkɪt,ˈmɑːkɪt
marketing,n,S3,W3,,ˈmɑːrkɪtɪŋ,ˈmɑːkɪtɪŋ
marriage,n,S2,W2,ˈmærɪdʒ,,
married,adj,S2,W2,ˈmærɪd,,
marry,v,S1,W2,ˈmærɪ,,
marvellous,adj,S2,,,ˈmɑːrvələs,ˈmɑːv(ə)ləs
mass,n,,W2,mæs,,
mass,adj,,W3,mæs,,
massive,adj,S2,W3,ˈmæsɪv,,
master,n,S2,W2,,ˈmæstər,ˈmɑːstə
match,n,S2,W2,mætʃ,,
match,v,S3,W2,mætʃ,,
mate,n,S2,,meɪt,,
material,n,S1,W1,,məˈtɪrɪəl,məˈtɪərɪəl
material,adj,,W3,,məˈtɪrɪəl,məˈtɪərɪəl
math,n,S2,,mæθ,,
maths,n,S2,,mæθs,,
matter,n,S1,W1,,ˈmætər,ˈmætə
matter,v,S1,W3,,ˈmætər,ˈmætə
